GeneSymbol,BladderCancer,LungCancer,ProstateCancer,ColonCancer,PancreaticCancer,BladderArticles,LungArticles,ProstateArticles,ColonArticles,PancArticles
RN7SL767P,0,0,0,0,0,NA,NA,NA,NA,NA
PARP1,1,17,11,8,13,22166496,"24895135,24761869,26483957,26647102,23934192,26898760,26387143,26307684,25750308,24608973,25400754,25911198,25865228,26028645,24077350,25542645,26356822","26754263,23272231,24473064,26069882,24742967,26987799,24589464,25865228,24239883,26091341,24958807","23054213,23898832,23832862,22948973,21864731,26590805,26513298,26825081","26602448,23593019,25120693,22753594,22134241,21224367,23142291,22850545,23514618,21289082,25865228,22532167,23963802"
FAN1,0,1,0,0,2,NA,23966292,NA,NA,"26797144,26546047"
PSPC1P2,0,0,0,0,0,NA,NA,NA,NA,NA
PARP2,0,2,2,0,0,NA,"24895135,24244370","26585945,25111073",NA,NA
PSPC1P1,0,0,0,0,0,NA,NA,NA,NA,NA
OR13Z2P,0,0,0,0,0,NA,NA,NA,NA,NA
PARP3,0,3,0,0,0,NA,"24895135,24528514,25255219",NA,NA,NA
RNU7-11P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1038P,0,0,0,0,0,NA,NA,NA,NA,NA
RPS20P31,0,0,0,0,0,NA,NA,NA,NA,NA
ERBIN,0,0,0,1,0,NA,NA,NA,19472191,NA
RN7SL204P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1189P,0,0,0,0,0,NA,NA,NA,NA,NA
RPS20P34,0,0,0,0,0,NA,NA,NA,NA,NA
TFDP3,0,0,1,0,0,NA,NA,24406621,NA,NA
TFDP2,0,0,0,0,0,NA,NA,NA,NA,NA
TFDP1,0,1,0,0,0,NA,24564251,NA,NA,NA
PIRC69,0,0,0,0,0,NA,NA,NA,NA,NA
RPL7P44,0,0,0,0,0,NA,NA,NA,NA,NA
SLX1B,0,0,0,0,0,NA,NA,NA,NA,NA
MIS18A,0,0,0,0,0,NA,NA,NA,NA,NA
OR5AC2,0,0,0,0,0,NA,NA,NA,NA,NA
TRA-AGC2-1,0,0,0,0,0,NA,NA,NA,NA,NA
PIRC65,0,0,0,0,0,NA,NA,NA,NA,NA
BCAS4,0,0,0,0,0,NA,NA,NA,NA,NA
EIF3G,0,0,0,0,0,NA,NA,NA,NA,NA
BCAS2,0,0,1,0,0,NA,NA,25461807,NA,NA
BCAS3,0,0,0,0,0,NA,NA,NA,NA,NA
BCAS1,1,0,1,0,0,23141783,NA,23509700,NA,NA
PIRC67,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00508,0,0,0,0,0,NA,NA,NA,NA,NA
PABPC1L,0,0,0,0,0,NA,NA,NA,NA,NA
CD81,2,1,3,4,0,"25915404,23284679",25735706,"24347249,26689247,24009892","24009888,12519228,25890246,22285593",NA
CD80,9,3,3,13,6,"22884511,22013484,25428503,25316820,21723537,11490305,10209504,22687756,11972647","26300426,24146068,25620478","24849040,26783185,22798683","17988589,23621273,20563803,25595911,25304368,16224495,15842941,12706680,23847957,17335294,23180014,23144866,19669608","26423423,25208321,24596571,25804437,24297321,26076454"
CD83,4,5,2,6,4,"25220876,21723537,23574787,15566565","25338516,26300426,24568466,25620478,25901080","24849040,26783185","17988589,22065108,21940320,20563803,17979570,15842941","25550602,21983893,20976171,21346236"
LINC00507,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00500,0,0,0,0,0,NA,NA,NA,NA,NA
CD84,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00502,0,0,0,0,0,NA,NA,NA,NA,NA
CD86,10,5,4,11,8,"25220876,22884511,25542103,12875971,25316820,21723537,10209504,17593099,22687756,15566565","23760662,26300426,25384214,24146068,25620478","25678582,24849040,26783185,22798683","17988589,12963973,21999714,23621273,20563803,15842941,24830413,23847957,23180014,23144866,19669608","26423423,25208321,24596571,22821131,25804437,24297321,26076454,24819411"
SLC8A1,0,0,0,0,0,NA,NA,NA,NA,NA
FGFBP3,0,0,1,0,0,NA,NA,23555315,NA,NA
SLC8A3,0,0,0,0,0,NA,NA,NA,NA,NA
PIRC63,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1260P,0,0,0,0,0,NA,NA,NA,NA,NA
ZBED1,0,0,0,0,0,NA,NA,NA,NA,NA
NANOGNB,0,0,0,0,0,NA,NA,NA,NA,NA
ZBED3,0,1,0,0,0,NA,25263389,NA,NA,NA
BNIP3L,0,0,0,4,0,NA,NA,NA,"26517689,23452288,23411228,15067352",NA
RNU6-34P,0,0,0,0,0,NA,NA,NA,NA,NA
ZBED6,0,0,0,0,0,NA,NA,NA,NA,NA
ZBED8,0,0,0,0,0,NA,NA,NA,NA,NA
ZBED9,0,0,0,0,0,NA,NA,NA,NA,NA
RPL7P49,0,0,0,0,0,NA,NA,NA,NA,NA
MIR589,0,0,0,0,0,NA,NA,NA,NA,NA
MIR588,0,0,0,0,0,NA,NA,NA,NA,NA
CD8A,1,0,0,2,0,11802806,NA,NA,"22495988,26871478",NA
MIR582,0,0,0,0,0,NA,NA,NA,NA,NA
MIR581,0,0,0,0,0,NA,NA,NA,NA,NA
MIR580,0,0,0,0,0,NA,NA,NA,NA,NA
MIR587,0,0,0,0,0,NA,NA,NA,NA,NA
MIR586,0,0,0,0,0,NA,NA,NA,NA,NA
MIR585,0,0,0,0,0,NA,NA,NA,NA,NA
MIR584,0,0,0,0,0,NA,NA,NA,NA,NA
GALNT16,0,0,0,0,0,NA,NA,NA,NA,NA
PORCN,0,0,0,0,0,NA,NA,NA,NA,NA
GALNT14,0,1,0,0,0,NA,26794090,NA,NA,NA
GALNT15,0,0,0,0,0,NA,NA,NA,NA,NA
GALNT12,0,0,0,2,0,NA,NA,NA,"19617566,20551049",NA
GALNT13,0,0,0,0,0,NA,NA,NA,NA,NA
GALNT10,0,0,0,0,0,NA,NA,NA,NA,NA
GALNT11,0,0,0,0,0,NA,NA,NA,NA,NA
RPL34-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU1-97P,0,0,0,0,0,NA,NA,NA,NA,NA
GALNT18,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1103P,0,0,0,0,0,NA,NA,NA,NA,NA
HARS2,0,1,0,0,0,NA,26264438,NA,NA,NA
PRELID1P2,0,0,0,0,0,NA,NA,NA,NA,NA
PRELID1P3,0,0,0,0,0,NA,NA,NA,NA,NA
PRELID1P1,0,0,0,0,0,NA,NA,NA,NA,NA
PRELID1P4,0,0,0,0,0,NA,NA,NA,NA,NA
LIMK2,0,0,0,0,1,NA,NA,NA,NA,25593987
CCDC74B,0,0,0,0,0,NA,NA,NA,NA,NA
CCDC74A,0,0,0,0,0,NA,NA,NA,NA,NA
LIMK1,0,4,4,1,1,NA,"24390089,25003638,25975262,24063279","26721309,25344584,25714010,25359780",20347121,25593987
OR4F8P,0,0,0,0,0,NA,NA,NA,NA,NA
CPT2P1,0,0,0,0,0,NA,NA,NA,NA,NA
BRI3,0,0,0,1,0,NA,NA,NA,17390049,NA
CXorf49B,0,0,0,0,0,NA,NA,NA,NA,NA
PPL,2,7,1,0,9,"26299484,24381505","26722354,26689214,25342045,24439465,26548938,26541529,25769444",23575905,NA,"22966351,21416645,26622735,20944491,20932603,26425533,22134518,23426534,25341750"
ABCB10P4,0,0,0,0,0,NA,NA,NA,NA,NA
ABCB10P1,0,0,0,0,0,NA,NA,NA,NA,NA
ABCB10P3,0,0,0,0,0,NA,NA,NA,NA,NA
PPY,1,1,1,0,0,14643449,26722763,24583686,NA,NA
TSC22D1,0,0,0,0,0,NA,NA,NA,NA,NA
RPS4XP20,0,0,0,0,0,NA,NA,NA,NA,NA
UQCRFS1P2,0,0,0,0,0,NA,NA,NA,NA,NA
RPS4XP22,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5SP137,0,0,0,0,0,NA,NA,NA,NA,NA
OR4D7P,0,0,0,0,0,NA,NA,NA,NA,NA
FAM213A,0,0,0,0,0,NA,NA,NA,NA,NA
KLRB1,0,0,0,0,0,NA,NA,NA,NA,NA
LAT2,0,0,2,1,1,NA,NA,"23647854,23270998",20152719,24075511
NME1-NME2,0,0,0,0,0,NA,NA,NA,NA,NA
IGKV3OR2-5,0,0,0,0,0,NA,NA,NA,NA,NA
AFG3L2,0,0,0,0,0,NA,NA,NA,NA,NA
CHRM3-AS2,0,0,0,0,0,NA,NA,NA,NA,NA
CHRM3-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
C18orf65,0,0,0,0,0,NA,NA,NA,NA,NA
SPDYE15P,0,0,0,0,0,NA,NA,NA,NA,NA
TTTY26P,0,0,0,0,0,NA,NA,NA,NA,NA
C18orf63,0,0,0,0,0,NA,NA,NA,NA,NA
SAMD12-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00404,0,0,0,0,0,NA,NA,NA,NA,NA
RNU4-77P,0,0,0,0,0,NA,NA,NA,NA,NA
SPACA5B,0,0,0,0,0,NA,NA,NA,NA,NA
KIAA0825,0,0,0,0,0,NA,NA,NA,NA,NA
PTBP3,0,0,0,0,0,NA,NA,NA,NA,NA
PTBP2,0,1,0,0,0,NA,26162562,NA,NA,NA
PTBP1,0,0,0,1,1,NA,NA,NA,26860615,26234680
FAM19A4,0,2,1,0,0,NA,"24915850,25719833",26491211,NA,NA
FAM19A5,0,0,0,0,0,NA,NA,NA,NA,NA
FAM19A2,0,0,0,0,0,NA,NA,NA,NA,NA
FAM19A3,0,0,0,0,0,NA,NA,NA,NA,NA
FAM19A1,0,0,0,0,0,NA,NA,NA,NA,NA
CACNA2D2,0,1,1,0,1,NA,24438615,25619833,NA,25787250
CACNA2D3,0,0,0,0,0,NA,NA,NA,NA,NA
CACNA2D1,0,0,0,0,0,NA,NA,NA,NA,NA
CACNA2D4,0,0,0,0,0,NA,NA,NA,NA,NA
PTGES3L-AARSD1,0,0,0,0,0,NA,NA,NA,NA,NA
PPP2CBP1,0,0,0,0,0,NA,NA,NA,NA,NA
TRR-TCG5-1,0,0,0,0,0,NA,NA,NA,NA,NA
RPS12P3,0,0,0,0,0,NA,NA,NA,NA,NA
RPS12P2,0,0,0,0,0,NA,NA,NA,NA,NA
RPS12P1,0,0,0,0,0,NA,NA,NA,NA,NA
RPS12P7,0,0,0,0,0,NA,NA,NA,NA,NA
RPS12P6,0,0,0,0,0,NA,NA,NA,NA,NA
RPS12P5,0,0,0,0,0,NA,NA,NA,NA,NA
RPS12P4,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-597P,0,0,0,0,0,NA,NA,NA,NA,NA
RPS12P9,0,0,0,0,0,NA,NA,NA,NA,NA
RPS12P8,0,0,0,0,0,NA,NA,NA,NA,NA
PIK3R6,0,0,0,0,0,NA,NA,NA,NA,NA
PIK3R5,0,0,0,0,0,NA,NA,NA,NA,NA
PIK3R4,0,1,0,0,0,NA,26390342,NA,NA,NA
PIK3R3,1,1,2,0,2,16585165,24469061,"24154878,26501081",NA,"26880586,25719666"
PIK3R2,0,0,0,0,1,NA,NA,NA,NA,25579086
PIK3R1,3,3,3,4,3,"24004856,20530239,24367658","26227219,23980150,26458310","25201530,26501081,24098737","25314071,18245521,17620308,17615082","26684804,20696077,26395574"
RNA5SP264,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5SP265,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5SP266,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5SP267,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5SP260,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5SP261,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5SP262,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5SP263,0,0,0,0,0,NA,NA,NA,NA,NA
PRICKLE2-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5SP269,0,0,0,0,0,NA,NA,NA,NA,NA
PRICKLE2-AS3,0,0,0,0,0,NA,NA,NA,NA,NA
PRICKLE2-AS2,0,0,0,0,0,NA,NA,NA,NA,NA
TRK-CTT3-1,0,0,0,0,0,NA,NA,NA,NA,NA
PTCRA,0,0,0,0,0,NA,NA,NA,NA,NA
TAS1R3,0,0,0,0,0,NA,NA,NA,NA,NA
TAS1R2,0,0,0,0,0,NA,NA,NA,NA,NA
MIR483,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL583P,0,0,0,0,0,NA,NA,NA,NA,NA
C14orf105,0,0,0,0,0,NA,NA,NA,NA,NA
SLC51A,0,0,0,0,0,NA,NA,NA,NA,NA
SLC51B,0,0,0,0,0,NA,NA,NA,NA,NA
NIDDM2,0,0,0,0,0,NA,NA,NA,NA,NA
NIDDM1,0,0,0,0,0,NA,NA,NA,NA,NA
RTN4RL1,0,0,0,0,0,NA,NA,NA,NA,NA
RTN4RL2,0,0,0,0,0,NA,NA,NA,NA,NA
AGBL5-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
TOMM40L,0,0,0,0,1,NA,NA,NA,NA,25755691
MIR484,0,0,0,0,0,NA,NA,NA,NA,NA
SLC48A1,0,0,0,0,0,NA,NA,NA,NA,NA
GCNT1P3,0,0,0,0,0,NA,NA,NA,NA,NA
RBKS,0,0,0,0,0,NA,NA,NA,NA,NA
SNTN,0,0,0,0,0,NA,NA,NA,NA,NA
NCAM1,0,0,0,1,0,NA,NA,NA,12964006,NA
NCAM2,0,0,0,0,0,NA,NA,NA,NA,NA
TICAM1,0,0,0,0,0,NA,NA,NA,NA,NA
TICAM2,0,0,0,0,0,NA,NA,NA,NA,NA
USP17L29,0,0,0,0,0,NA,NA,NA,NA,NA
IL6RP1,0,0,0,0,0,NA,NA,NA,NA,NA
CGN,0,1,0,0,4,NA,24625834,NA,NA,"26046360,21471704,23616126,25800661"
CGA,1,9,22,5,49,15459492,"23796706,25722034,26884557,24375395,26619732,25561311,25596674,24070459,25060421","24375481,24551118,25560638,22911164,24649157,24484713,24741024,24730473,27037533,25834194,24875018,23153859,23129424,23700722,26779767,26771576,25076233,23092326,26704273,26135933,25262981,22934517","12384797,21401950,23438439,20358474,25024814","26608723,26032155,21084031,26207246,23891296,23271036,25081061,24796622,24695372,20623205,20618115,23959334,21418832,25015994,25012983,24989916,24915812,26510084,23147412,21994954,25621051,22408401,20538257,23319495,25822862,23691035,23678268,24878267,20725788,24289577,25572908,22965070,25664601,25911892,21705951,21606156,21574156,25428270,22133573,25220535,25861845,25275071,22343505,22303881,22009449,26805636,25099181,21945155,23956349"
USP17L23,0,0,0,0,0,NA,NA,NA,NA,NA
USP17L20,0,0,0,0,0,NA,NA,NA,NA,NA
USP17L21,0,0,0,0,0,NA,NA,NA,NA,NA
USP17L26,0,0,0,0,0,NA,NA,NA,NA,NA
USP17L27,0,0,0,0,0,NA,NA,NA,NA,NA
USP17L24,0,0,0,0,0,NA,NA,NA,NA,NA
USP17L25,0,0,0,0,0,NA,NA,NA,NA,NA
REEP1,0,0,0,0,0,NA,NA,NA,NA,NA
REEP3,0,0,0,0,0,NA,NA,NA,NA,NA
REEP2,0,0,0,0,0,NA,NA,NA,NA,NA
MAPK8IPP,0,0,0,0,0,NA,NA,NA,NA,NA
REEP4,0,0,0,0,0,NA,NA,NA,NA,NA
REEP6,0,0,0,0,0,NA,NA,NA,NA,NA
CECR1,0,0,0,0,0,NA,NA,NA,NA,NA
CECR2,0,0,0,0,0,NA,NA,NA,NA,NA
CECR3,0,0,0,0,0,NA,NA,NA,NA,NA
SREK1IP1,0,0,0,0,0,NA,NA,NA,NA,NA
CECR5,0,0,0,0,0,NA,NA,NA,NA,NA
CECR6,0,0,0,0,0,NA,NA,NA,NA,NA
CECR7,0,0,0,0,0,NA,NA,NA,NA,NA
CECR9,0,0,0,0,0,NA,NA,NA,NA,NA
ARL6IP5,0,0,0,0,0,NA,NA,NA,NA,NA
ARL6IP4,0,0,0,0,0,NA,NA,NA,NA,NA
ARL6IP1,0,0,0,0,0,NA,NA,NA,NA,NA
FEV,0,5,0,1,0,NA,"24125981,25712843,25257966,25457222,26687668",NA,12791021,NA
FER,1,3,1,0,1,1491179,"23931849,25364514,23699534",23906537,NA,25381564
FES,1,0,0,0,0,18765423,NA,NA,NA,NA
MAPK8IP1,0,0,0,0,1,NA,NA,NA,NA,23360921
MAPK8IP2,0,0,0,0,0,NA,NA,NA,NA,NA
MAPK8IP3,0,0,0,0,0,NA,NA,NA,NA,NA
RPL22P6,0,0,0,0,0,NA,NA,NA,NA,NA
WDR11-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
CASC11,0,0,0,0,0,NA,NA,NA,NA,NA
CASC10,0,0,0,0,0,NA,NA,NA,NA,NA
CASC17,0,0,0,0,0,NA,NA,NA,NA,NA
CASC16,0,0,0,0,0,NA,NA,NA,NA,NA
CASC15,0,0,0,0,0,NA,NA,NA,NA,NA
HIST2H3DP1,0,0,0,0,0,NA,NA,NA,NA,NA
CASC19,0,0,0,0,0,NA,NA,NA,NA,NA
CASC18,0,0,0,0,0,NA,NA,NA,NA,NA
CFAP221,0,0,0,0,0,NA,NA,NA,NA,NA
OR51A5P,0,0,0,0,0,NA,NA,NA,NA,NA
OR9R1P,0,0,0,0,0,NA,NA,NA,NA,NA
SEC31B,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-66P,0,0,0,0,0,NA,NA,NA,NA,NA
UBOX5,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD6,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD7,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD1,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD2,0,0,0,0,0,NA,NA,NA,NA,NA
ANKRD9,0,0,0,0,0,NA,NA,NA,NA,NA
NFYC-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
DISP1,1,0,0,0,0,15645143,NA,NA,NA,NA
DISP3,1,0,0,0,0,15645143,NA,NA,NA,NA
DISP2,1,0,0,0,0,15645143,NA,NA,NA,NA
LONP2,0,0,0,0,0,NA,NA,NA,NA,NA
PDGFA,0,1,2,0,2,NA,26183450,"24464700,26483416",NA,"23838996,22266848"
ADCP1,0,0,0,0,0,NA,NA,NA,NA,NA
LONP1,0,0,0,0,0,NA,NA,NA,NA,NA
PDGFD,1,0,0,0,1,21906447,NA,NA,NA,26831065
CDY3P,0,0,0,0,0,NA,NA,NA,NA,NA
CSN1S2AP,0,0,0,0,0,NA,NA,NA,NA,NA
RCC1,0,0,0,0,0,NA,NA,NA,NA,NA
RCC2,0,0,0,2,0,NA,NA,NA,"12399832,25910952",NA
NPPA-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
ST3GAL4-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-188P,0,0,0,0,0,NA,NA,NA,NA,NA
DUOXA1,0,0,0,0,0,NA,NA,NA,NA,NA
DUOXA2,0,0,0,0,2,NA,NA,NA,NA,"23404210,21321110"
IGHV3-19,0,0,0,0,0,NA,NA,NA,NA,NA
FHIT,15,14,1,2,3,"21870644,10666370,15154012,19452299,19372053,17127340,11412230,23691160,23628807,22393963,15674328,11751381,15569992,16918124,24252461","25040980,24962429,24757411,25340791,24667261,24909176,24998847,26796853,24223161,23709347,24935385,25754026,24464917,26171037",23314175,"20878579,16733051","24757411,21412932,26676757"
FAM83C-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
IGHV3-15,0,0,0,0,0,NA,NA,NA,NA,NA
IGHV3-16,0,0,0,0,0,NA,NA,NA,NA,NA
NIFK-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
FTMT,0,0,0,0,0,NA,NA,NA,NA,NA
IGHV3-13,0,0,0,0,0,NA,NA,NA,NA,NA
TRAM1L1,0,0,0,0,0,NA,NA,NA,NA,NA
IGLVI-20,0,0,0,0,0,NA,NA,NA,NA,NA
MRGPRG-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
SQLE,0,1,1,1,1,NA,26767013,26631616,23372686,25025965
SPTLC2,0,0,0,0,0,NA,NA,NA,NA,NA
SPTLC3,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-160P,0,0,0,0,0,NA,NA,NA,NA,NA
SPTLC1,0,0,0,0,1,NA,NA,NA,NA,25354783
ABCD1,0,0,0,0,0,NA,NA,NA,NA,NA
ABCD3,0,0,1,0,0,NA,NA,25802834,NA,NA
ABCD2,0,0,1,0,0,NA,NA,26459268,NA,NA
ABCD4,0,0,0,0,0,NA,NA,NA,NA,NA
NPM1P50,0,0,0,0,0,NA,NA,NA,NA,NA
NPM1P51,0,0,0,0,0,NA,NA,NA,NA,NA
NPM1P52,0,0,0,0,0,NA,NA,NA,NA,NA
WDR82P1,0,0,0,0,0,NA,NA,NA,NA,NA
VN1R3,0,0,0,0,0,NA,NA,NA,NA,NA
OR6U2P,0,0,0,0,0,NA,NA,NA,NA,NA
TMLHE,0,0,0,0,0,NA,NA,NA,NA,NA
TRAV36DV7,0,0,0,0,0,NA,NA,NA,NA,NA
KHDC3L,0,0,0,0,0,NA,NA,NA,NA,NA
SMYD3-IT1,0,0,0,0,0,NA,NA,NA,NA,NA
RNASEH2B-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF29P,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF736P2Y,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-35P,0,0,0,0,0,NA,NA,NA,NA,NA
TRG-TCC2-4,0,0,0,0,0,NA,NA,NA,NA,NA
DGAT1,0,0,0,0,0,NA,NA,NA,NA,NA
KIR2DS4,0,0,0,0,0,NA,NA,NA,NA,NA
KIR2DS5,0,0,0,0,0,NA,NA,NA,NA,NA
KIR2DS2,0,0,0,0,0,NA,NA,NA,NA,NA
KIR2DS3,0,0,0,0,0,NA,NA,NA,NA,NA
KIR2DS1,0,0,0,0,0,NA,NA,NA,NA,NA
GRAP2,0,1,0,0,0,NA,24970809,NA,NA,NA
SOBP,0,0,3,0,1,NA,NA,"25004257,23347394,25085450",NA,23337713
RPS10P13,0,0,0,0,0,NA,NA,NA,NA,NA
TCEB1P18,0,0,0,0,0,NA,NA,NA,NA,NA
DSEL,0,0,0,0,0,NA,NA,NA,NA,NA
GRAPL,0,0,0,0,0,NA,NA,NA,NA,NA
COL21A1,0,0,0,0,0,NA,NA,NA,NA,NA
KCNH5,0,0,0,0,1,NA,NA,NA,NA,23962792
KCNH4,0,0,0,0,0,NA,NA,NA,NA,NA
KCNH7,0,0,0,0,0,NA,NA,NA,NA,NA
KCNH6,0,0,0,0,0,NA,NA,NA,NA,NA
KCNH1,0,0,0,0,0,NA,NA,NA,NA,NA
KCNH3,0,0,0,0,0,NA,NA,NA,NA,NA
KCNH2,1,0,0,0,2,21776218,NA,NA,NA,"23962792,22797009"
KCNH8,0,0,2,0,0,NA,NA,"22904677,22811706",NA,NA
SNORD45C,0,0,0,0,0,NA,NA,NA,NA,NA
MIR544A,0,0,0,0,0,NA,NA,NA,NA,NA
MIR544B,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF296,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF292,0,0,0,0,0,NA,NA,NA,NA,NA
SLC28A1,0,0,0,0,3,NA,NA,NA,NA,"22838950,21343396,23934321"
NUP133,0,0,0,0,0,NA,NA,NA,NA,NA
NDUFAF5,0,0,0,0,0,NA,NA,NA,NA,NA
NDUFAF4,0,0,0,0,0,NA,NA,NA,NA,NA
NDUFAF7,0,0,0,0,0,NA,NA,NA,NA,NA
NDUFAF6,0,0,0,0,0,NA,NA,NA,NA,NA
NDUFAF1,0,0,0,0,1,NA,NA,NA,NA,25714130
MIR4719,0,0,0,0,0,NA,NA,NA,NA,NA
NDUFAF2,0,0,0,0,0,NA,NA,NA,NA,NA
OR2H2,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4716,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4715,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4714,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4713,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4712,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4711,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4710,0,0,0,0,0,NA,NA,NA,NA,NA
PPP1R14BP5,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-472P,0,0,0,0,0,NA,NA,NA,NA,NA
ADIRF-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
DLEC1P1,0,0,0,0,0,NA,NA,NA,NA,NA
MTOLR,0,0,0,0,0,NA,NA,NA,NA,NA
SZT2,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-823P,0,0,0,0,0,NA,NA,NA,NA,NA
SNORD18A,0,0,0,0,0,NA,NA,NA,NA,NA
PIK3CD-AS2,0,0,0,0,0,NA,NA,NA,NA,NA
PIK3CD-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
SNORD18B,0,0,0,0,0,NA,NA,NA,NA,NA
PRKAR1A,1,1,0,1,1,17411461,26543233,NA,26630397,21900385
PRKAR1B,0,0,0,0,0,NA,NA,NA,NA,NA
SAR1A,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-107P,0,0,0,0,0,NA,NA,NA,NA,NA
TTTY2,0,0,0,0,0,NA,NA,NA,NA,NA
TTTY3,0,0,0,0,0,NA,NA,NA,NA,NA
NIPSNAP1,0,0,1,0,0,NA,NA,23792589,NA,NA
TTTY1,0,0,0,0,0,NA,NA,NA,NA,NA
TTTY6,0,0,0,0,0,NA,NA,NA,NA,NA
TTTY7,0,0,0,0,0,NA,NA,NA,NA,NA
TTTY4,0,0,0,0,0,NA,NA,NA,NA,NA
TTTY5,0,0,0,0,0,NA,NA,NA,NA,NA
IGJP1,0,0,0,0,0,NA,NA,NA,NA,NA
DCAKD,0,0,0,0,0,NA,NA,NA,NA,NA
TRAJ40,0,0,0,0,0,NA,NA,NA,NA,NA
RPL34P30,0,0,0,0,0,NA,NA,NA,NA,NA
RPS26P50,0,0,0,0,0,NA,NA,NA,NA,NA
RPS26P51,0,0,0,0,0,NA,NA,NA,NA,NA
RPS26P52,0,0,0,0,0,NA,NA,NA,NA,NA
RPS26P53,0,0,0,0,0,NA,NA,NA,NA,NA
RPS26P54,0,0,0,0,0,NA,NA,NA,NA,NA
RPS26P55,0,0,0,0,0,NA,NA,NA,NA,NA
RPS26P56,0,0,0,0,0,NA,NA,NA,NA,NA
RPS26P57,0,0,0,0,0,NA,NA,NA,NA,NA
RPS26P58,0,0,0,0,0,NA,NA,NA,NA,NA
UNK,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-826P,0,0,0,0,0,NA,NA,NA,NA,NA
CHAF1A,0,0,0,1,0,NA,NA,NA,24845563,NA
CHAF1B,0,0,0,0,0,NA,NA,NA,NA,NA
BIN1,0,0,0,2,0,NA,NA,NA,"26195312,19695096",NA
BIN3,0,0,0,0,0,NA,NA,NA,NA,NA
BIN2,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-961P,0,0,0,0,0,NA,NA,NA,NA,NA
FAM133CP,0,0,0,0,0,NA,NA,NA,NA,NA
H1FNT,0,0,0,0,0,NA,NA,NA,NA,NA
EPAS1,2,4,0,1,2,"11992927,14767275","25831463,25436804,26263511,26587830",NA,20363910,"25012543,25672594"
RNU6-45P,0,0,0,0,0,NA,NA,NA,NA,NA
TCEB1P11,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL683P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-116P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-351P,0,0,0,0,0,NA,NA,NA,NA,NA
MIR3159,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP240,0,0,0,0,0,NA,NA,NA,NA,NA
MIR3151,0,0,0,0,0,NA,NA,NA,NA,NA
MIR3152,0,0,0,0,0,NA,NA,NA,NA,NA
